recipe_name,recipe_url,servings_text,cook_time_text,index_page,description,recipe_yield,prep_time,cook_time,total_time,ingredients,instructions,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,is_low_fodmap,parse_status
"Roast Pumpkin, Halloumi & Millet Salad with Lemon Herb Dressing",https://www.monashfodmap.com/recipe/roast-pumpkin-halloumi-millet-salad-lemon-herb-dressing/,Serves: 4,Cook: 55 minutes,31,"Looking for a low FODMAP vegetarian salad packed with protein, fibre and healthy fat? This delicious recipes ticks all the boxes.",4,PT5M,PT55M,PT60M,"1 tsp olive oil | ½ Japanese pumpkin, cut into large pieces | 1 tsp cumin | 1 tsp cinnamon | 1 tsp paprika | Canned brown lentils | 1 cup cooked millet | tbsp currants | 2 cups rocket | 1 tsp pumpkin seeds | Halloumi cheese, cut into 1cm thick slices | 1 bunch coriander, roughly chopped | Juice of 2 lemons | ¼ cup olive oil | ½ tsp cumin | ½ tsp ground coriander | Salt and pepper to taste","Pre heat oven to 180°C/350°F. Toss pumpkin in oil, paprika, cumin and cinnamon and place on lined baking tray. Roast in oven for 45 minutes of until tender. | In the meantime, drain and rinse lentils well. Add lentils, millet, currents and rocket to a salad bowl. | In a frying pan, add pumpkin seeds and lightly toast. Stir frequently and remove from heat once golden brown. Add to salad bowl. | Preheat a nonstick frying pan over a high heat. Place halloumi slices in the pan, sear the first side for one minute and flip and sear for 1-2 minutes on the second side. The cheese should be golden and crunchy on the outside and soft inside. Once cooked, remove and add to salad bowl. | Remove the cooked pumpkin from the oven and add to the salad bowl. | Add all the dressing ingredients to a jar and shake to combine. Poor dressing over salad and gently toss salad together.",1774.0,15.79,28.47,24.87,8.81,14.85,True,ok
Vegetable & Chickpea Soup,https://www.monashfodmap.com/recipe/vegetable-chickpea-soup/,Serves: 10,Cook: 35 minutes,31,Vegetable soups are great favourites regardless of the season and they can be a terrific way to use up those odds and ends in the fridge!,10,PT15M,PT35M,PT50M,"⅓ cup garlic-infused oil | 3 cups green leek leaves, 1cm diced | Water (extra boiling water if desired) | Diced tomato, canned | 2 tsp cracked black pepper | 1 large peeled swede (rutabaga) | 2 large peeled waxy potatoes | Jap pumpkin, peeled | 2 large peeled carrots | 1 medium eggplant | 1 large red capsicum, deseeded | 1×400g (235g drained) tin chickpeas, drained and washed | ½ bunch silverbeet, chopped | 1 cup shredded cabbage (common) | 1 bunch parsley stalks and leaves, chopped | Salt, to taste","Heat the oil in a stock pot and sauté the leek leaves until they start to caramelise. | Add the water, pepper and tomatoes and bring to the boil. | Add the vegetables in order of their cooking time. That is, add the ones that take the longest to cook first. So add swedes and simmer for 5 minutes before adding potatoes, carrot and pumpkin and cook for a further 10 minutes. Then add cabbage, red capsicum and chickpeas, cook again for about 5 minutes and lastly add silverbeet and parsley and simmer for a further 2 minutes.",778.0,6.5,21.0,7.0,8.6,19.3,True,ok
Homemade Beef Burgers,https://www.monashfodmap.com/recipe/homemade-beef-burgers/,Serves: 6,Cook: 10 minutes,31,"Here is very simple, delicious recipe that can be prepared ahead of time and even be frozen for a quick meal.",6,PT30M,PT10M,PT40M,"Lean beef mince | 6 shortcut bacon rashers, diced | tbsp garlic-infused oil | tbsp Olive oil (or cooking spray oil) | ½ cup oat bran | 1 cup chives, finely chopped | ¼ cup chopped fresh parsley | 1 large egg, whisked | 1 tsp tabasco sauce (optional or to taste) | Salt and pepper, to taste | Additional olive oil, to cook burgers | 6 low FODMAP rolls","Heat the oils over a medium heat and sauté the bacon until it starts to crisp. Remove from heat and cool to room temperature (note do not drain as the fat is important for a juicy burger). | Place all the ingredients in a large bowl and mix thoroughly. Divide the mixture into 6 equal parts (135g) and roll into balls then pat to flatten and shape (about 8.5m diameter and 2cm thick). Note, at this stage they can be frozen by separating them by sheets of non-stick paper. | Place burgers on a flat tray covered with non-stick paper, cover with plastic wrap and refrigerate for at least 20 minutes. Use this time to prepare the ingredients you plan to serve with the burgers. | Lightly oil a non-stick frying pan with additional oil and place over a high heat. When the pan is hot place burgers in a single layer and slightly reduce the heat. Cook for about 4 minutes on each side or until they are completely cooked through. You may need to do this in batches. Note, they can also be barbequed.",1282.0,25.0,5.5,20.1,2.1,0.6,True,ok
Tandoori Chicken,https://www.monashfodmap.com/recipe/tandoori-chicken/,Serves: 4,Cook: 30 minutes,31,Bring the flavours of India into the kitchen with this super easy low FODMAP tandoori chicken. recipe,4,PT25M,PT30M,PT55M,"½ cup plain greek yoghurt (or lactose-free yoghurt if you malabsorb lactose) | 2 tsp tomato paste | 1½ tsp paprika | 1 tsp ground coriander | 2 tsp salt | Chicken breast, in thick slices | 2 tbsp olive oil | Kent/Japanese pumpkin, cut into thick slices | 6 spring onions, green tops thinly sliced | ¼ cup fresh lime juice | tbsp ginger, peeled and finely chopped | 3 cups coriander leaves | Steamed rice, to serve","Move the oven racks to have one rack in the upper and another rack in the lower third of the oven. Preheat the oven to 230°C/450°F. | In a large mixing bowl mix together the yoghurt (lactose-free if needed), tomato paste, paprika, ground coriander, and 1 tsp of salt. Add chicken and toss to coat. Let sit at room temperature at least 10 minutes. | Using a rimmed baking tray grease with 1 tbsp of oil place the chicken on the tray leaving space between the chicken pieces. | In a bowl mix together 1 tbsp of oil and the pumpkin pieces. Coat the pumpkin and place on another non-stick baking tray. | Place the tray with the chicken on the top rack of the oven and the pumpkin on the lower rack. Leave to cook for about 15-20 minutes. Make sure to turn over the pumpkin after 7 minutes to ensure the pumpkin cooks through to being a tender golden brown. | Meanwhile, in a blender mix together the green tops of 6 spring onions, ¼ cup fresh lime juice, ginger, 3 cups of coriander leaves, 60ml of water, ¼ cup oil, and 1 tsp of salt and blend till smooth. | Steam rice to serve 4 as per rice packaged instructions. | Divide the rice among 4 serves and top with chicken, pumpkin, and sauce. Garnish with coriander leaves. Enjoy!",2577.0,41.0,29.0,39.0,5.0,5.0,True,ok
Homemade Teriyaki Sauce,https://www.monashfodmap.com/recipe/homemade-teriyaki-sauce/,Serves: 4,Cook: 15 minutes,32,"This low FODMAP teriyaki sauce will jazz up any weeknight dinner! Great with tofu or chicken, served with broccoli heads over a bed of rice",4,PT5M,PT15M,PT20M,"1 cup water | ⅓ cup brown sugar, firmly packed | tbsp rice wine vinegar | ¼ cup soy sauce | ½ tsp fresh ginger, grated | 1 tsp sesame seeds | tbsp corn starch | ¼ cup cold water","Mix all ingredients together in a saucepan (except corn starch and cold water) over medium heat. | Whisk together cornstarch and cold water in a small bowl until corn starch dissolves. | When sauce is simmering, slowly pour in corn starch mixture whilst continuing to stir until the sauce thickens to desired consistency.",443.0,4.1,24.5,0.4,0.12,17.3,True,ok
Blueberry & Almond Muffins,https://www.monashfodmap.com/recipe/blueberry-almond-muffins/,Serves: 12,Cook: 25-30 minutes,32,"This delicious muffin recipe is super simple and not only low FODMAP, but also egg and dairy free, so is suitable for vegetarians and vegans.",12,PT25M,PT30M,PT55M,"tbsp chia seeds soaked in 3 tbs boiling water | 2 cups gluten-free plain flour (containing a mixture of rice, potato and tapioca flours) | ½ cup almond meal, plus a little extra to sprinkle on top of muffins | 1 tsp baking powder | ½ cup caster sugar | 1 tsp vanilla extract | ⅔ cup vegetable oil | ¾ cup almond milk | ¾ cup blueberries (fresh or frozen)","Preheat oven to 180°C/350°C and line a 12 hole muffin pan with paper cases. | In a small bowl, add boiling water to chia seeds and stir. Set aside to swell for 10-15 minutes, or until a thick gel forms. | In a large mixing bowl, add flour, almond meal, baking powder and caster sugar. | Add vanilla extract, vegetable oil, almond milk and soaked chia seeds. | Stir until just combined, adding a little extra almond milk if mixture becomes too thick. | Finally, carefully fold blueberries through mixture. | Divide mixture equally between 12 muffin cases (fill each case to ⅔ full) and sprinkle tops with extra almond meal. | Bake muffins in preheated oven for 25-30 minutes or until lightly brown and cooked through.",1153.0,2.3,29.0,16.8,1.3,9.6,True,ok
Peanut Butter and Hemp Seed Protein Balls,https://www.monashfodmap.com/recipe/peanut-butter-and-hemp-seed-protein-balls/,Serves: 12,Cook: No cooking required,32,"Hemp seeds are a high protein product, with good flavour and a nice texture, a great addition to these tasty morsels that can be used as a quick snack or lunch box treat.",12,PT10M,PT0M,PT10M,"½ cup natural peanut butter (no added salt or sugar) | tbsp pure maple syrup or sorghum syrup | 1 tsp vanilla extract | ⅓ cup hulled hemp seeds | tbsp oat bran | tbsp linseeds (flax seeds) | 3 squares dark chocolate, chopped into small chunks","In a mixing bowl or food processor, thoroughly combine all the ingredients. The mixture should hold toghether when squeezed into a ball. | Press into 3cm balls and rolls in your hands until well formed | Store in the fridge in a sealed container for up to 2 weeks, or wrap individually and freeze for up to 3 months",1197.0,5.6,5.9,10.3,1.2,3.2,True,ok
Acai Bowl,https://www.monashfodmap.com/recipe/acai-bowl/,Serves: 1,Cook: No cooking required,32,"The most common way to eat acai powder at the moment is in a &#x27;smoothie bowl&#x27; which is basically a thick smoothie you can eat with a spoon, decorated with toppings of your choice.",1,PT5M,PT0M,PT5M,"tbsp acai powder (make sure the one you buy does not contain inulin) | ~15 raspberries | ½ cup baby spinach | 1/3 cup milk of your choice (we used almond milk) - you may need a little extra if your smoothie is too thick | 1 tsp maple syrup (optional, use if it isn&#x27;t sweet enough) | ⅓ firm banana, sliced | ½ kiwi fruit, sliced | 1 tsp desiccated coconut | 1 tsp hemp seeds (you could also use chia seeds) | 1 tsp natural Peanut Butter (optional, but tasty)","Add acai powder, raspberries, spinach, milk and maple syrup to a blender and slowly add the milk until it is at the right consistency | Pour into a bowl and decorate with the banana, kiwi fruit, coconut, hemp seeds and peanut butter as you like",1778.0,5.9,38.1,11.1,11.0,16.4,True,ok
Roasted Pumpkin & Carrot Soup,https://www.monashfodmap.com/recipe/roasted-pumpkin-carrot-soup/,Serves: 6,Cook: 55 minutes,32,As the weather gets cooler it&#x27;s nice to curl up with a warm bowl of nourishing soup. This recipe has been adapted from a Taste.com recipe to be low in FODMAPs but high in flavour!,6,PT15M,PT55M,PT70M,"Kent pumpkin, peeled and cut into 1cm pieces | Carrots, peeled and cut into 1cm pieces | tbsp olive oil | tbsp garlic infused olive oil | tbsp mustard seeds | 2 tsp ground coriander | 1 tsp ground cumin | 1 tsp ground turmeric | ½ tsp ground cardamom | ¼ tsp chilli powder (optional) | 1L Low FODMAP stock (chicken or vegetable depending on preference) | 500ml water","Preheat oven to 210°C/410°C. Place cut pumpkin and carrot on a lined tray and drizzle over 1 Tbsp of the garlic oil and 1 Tbsp of the olive oil. Toss to coat. Place in the oven for 30-35 minutes. | Meanwhile, heat the remaining oils in a pot over medium heat. Add the mustard seeds and spices, cook stirring for a couple of minutes or until aromatic and the mustard seeds pop. | Add the roasted carrot and pumpkin to the pot along with the stock and the water. Increase heat to medium, cover and bring to the boil. Reduce heat to low and cook covered for 15 minutes. | After 15 minutes, uncover and leave to cool slightly for 15 minutes | Transfer half of the mixture to a jug and blitz with a stick mixer, repeat with the remaining pumpkin mixture.",1023.0,5.6,27.5,13.6,9.1,15.8,True,ok
Carrot Cake with Walnuts & Linseeds,https://www.monashfodmap.com/recipe/carrot-cake-walnuts-linseeds/,Serves: One 25cm cake / 20 cupcakes / 1 large loaf,Cook: 30-50 minutes,32,"This satisfyingly filling, moist, tasty and naturally (but not too) sweet recipe makes either a whole cake or individual cup-cakes that the whole family will love!",One 25cm cake / 20 cupcakes / 1 large loaf,PT20M,PT50M,PT70M,"3½ carrots, medium (topped, tailed and scrubbed) | 2¼ cups walnuts, roasted | Pineapple, finely chopped | Teff flour | 1 tsp xanthan gum (optional) | 3 tsp baking powder | ½ cup oat bran | ½ cup linseeds (flax seeds) | 2 eggs, large | 1 cup raw sugar | 1 small pinch salt | 1 vanilla pod (scraped out seeds) (1/2 tsp seeds) | ¾ cup canola oil | ½ cup low-fat milk (lactose-free if required) | Walnut halves to top cake","Preheat oven to 160°C/320°C (175°C/347°C if not fan forced). | Grease 25cm round cake tin or loaf tin / line with baking paper OR grease 20 large muffin cases. | Roughly chop walnuts. | Grate or blitz carrots in a food processor until they are grated texture (not too fine). | Place eggs, sugar, vanilla seeds, salt and oil in bowl and whisk for ~2 minutes. | Sift flour, xanthan, baking powder into a large bowl and add linseeds and oat bran. Combine well. | Add walnuts, pineapple and carrots and mix until thoroughly combined. | Carefully fold in enough milk to make a batter (not too sloppy or stiff). | Pour into the cake or loaf tin, or muffin cases and top cake(s) with walnut halves. | Bake for ~ 50 minutes (the cupcakes will take about 30 minutes). Cool on a rack",1414.1,6.7,23.6,23.8,3.9,15.3,True,ok
